url,rank2017,startedDateTime,cdn,reqTotal,reqHtml,reqJS,reqCSS,reqImg,bytesTotal,bytesHtml,bytesJS,bytesCSS,bytesImg,TTFB,performanceScore,firstContentfulPaint,maxPotentialFirstInputDelay,speedIndex,firstMeaningfulPaint,firstCPUIdle,timeToInteractive
www.ph.ed.ac.uk,4210,1583600332,"",37,1,9,4,18,761412,7005,113086,50485,504228,2136,0.62,3443.715,163.955,3877,3443.715,7169.948,7169.948
www.teaching-matters-blog.ed.ac.uk,4210,1584613852,"",84,4,19,14,44,2534213,62978,272675,467137,1690563,2628,0.21,6309.885,138.585,6653,7076.437,7748.856,14976.076
www.eusu.ed.ac.uk,4210,1583284850,"",122,1,13,17,86,11193651,26629,114484,67026,10880917,2009,0.29,3050.908,122.2,20384,3188.169,5080.272,62497.83
www.business-school.ed.ac.uk,4210,1584852803,"",31,2,8,3,15,1937114,46791,420245,51378,1361996,1907,0.54,2552.231,87.241,6079,2552.231,4590.896,10190.873
www.wowprogress.com,4211,1583992995,"",523,144,69,5,161,4499728,311372,1303140,5003,403544,2247,,4693.448,460.126,5977,4903.846,33769.472,
www.miraikan.jst.go.jp,4212,1584041974,"",52,2,11,2,37,1089018,17624,249423,103226,718745,2946,0.32,4389.033,120.432,9893,4389.033,4999.962,9864.366
blog.miraikan.jst.go.jp,4212,1583315064,"",78,6,17,6,48,2937896,60842,711154,86242,2065305,2636,0.52,3760.897,168.852,4487,3760.897,3760.897,11383.577
www.jst.go.jp,4212,1583276271,"",89,1,10,7,71,2364397,47430,501981,98849,1716137,2169,0.4,2935.012,546.49,6950,2935.012,6353.508,14026.138
www.jstage.jst.go.jp,4212,1584909701,"",101,3,24,17,53,5598806,91816,641165,530098,4231931,2170,0.01,7939.728,247.936,24526,7939.728,23486.768,34622.579
m.tutu.ru,4213,1584264051,"",79,7,25,2,34,1500084,51769,818733,102713,510562,2668,0.31,4714.646,1429.557,5181,4714.646,8505.271,18239.206
www.tutu.ru,4213,1583980558,"",84,8,27,2,36,1571543,52159,888776,102713,510648,6768,0.13,6969.9,1327.95,7443,6969.9,10010.503,20132.946
m.sapsan.tutu.ru,4213,1583891053,"",107,12,41,11,33,3077925,33768,2178300,264916,568191,3137,0,12073.747,244.183,15042,12073.747,23289.453,27908.44
m.lastochka.tutu.ru,4213,1583076789,"",112,12,42,11,33,2728571,34858,2178252,375600,107111,3321,0.01,13945.962,417.709,15651,13945.962,22555.197,25994.662
www.google.mg,4215,1583061826,Google,32,11,5,1,15,351413,44209,276689,2983,27532,1445,0.93,1207.721,216.881,2309,1207.721,4083.149,4083.149
www.awm.com,4216,1584632458,"",116,13,46,7,22,2112261,49092,1214688,50081,172198,1573,0.29,2148.253,349.957,10967,2686.238,9035.244,26490.031000007628
www.plala.or.jp,4218,1584521562,"",129,4,21,5,95,5874607,59440,575886,420976,1422769,2044,0.11,7636.634,358.276,8065,7636.634,8998.113,35175.504999996185
www.alza.cz,4220,1583107990,"",170,9,39,11,93,2964388,100700,1272030,271207,1140473,3143,0.19,3214.837,504.983,10571,4139.021,18705.981,30705.0930000076
m.alza.cz,4220,1583268110,"",110,9,37,2,54,1646678,47789,1050811,55091,440058,2061,0.37,1502.561,464.595,6341,2550.878,20599.593,26499.631
www.bluewin.ch,4222,1584729871,"",170,15,55,6,57,18015478,94057,1329742,59866,2050765,4376,0.02,7835.5,1888.128,15777,7835.5,19347.957,33339.409
www.dawnnews.tv,4224,1583464126,Cloudflare,474,85,59,3,200,4318871,52015,878857,123441,3188700,2219,0.5,2986.329,534.796,3944,3237.707,5697.178,37523.721
www.c-sharpcorner.com,4228,1583414049,"",103,15,27,5,31,607844,78142,324574,20741,143287,5295,0.3,4954.713,269.841,6172,4954.713,7730.661,12444.824
www.elle.com,4229,1584207463,Fastly,140,9,68,4,35,2280982,50520,1409453,9743,406514,1382,0.39,1781.424,360.879,5182,4531.028,19365.431,19365.431
www.nerdwallet.com,4231,1584106785,Cloudflare,127,14,48,3,39,2999450,67310,1918985,101778,137863,1480,0.47,3214.934,706.594,3206,3214.934,9309.118,20404.342
www.shaadi.com,4232,1583664951,Cloudflare,52,3,20,5,21,423839,11018,195679,30379,161995,1609,0.87,2101.455,174.171,2756,3660.338,4386.582,4386.582
app.shaadi.com,4232,1584479718,Cloudflare,86,5,35,15,20,1083816,5502,848168,41591,31231,1380,0.95,1509.949,146.188,2387,1509.949,3594.656,3594.656
www.guitarcenter.com,4233,1584365761,Akamai,95,10,47,3,29,1938223,48156,886458,64959,901882,1737,0.24,2221.484,1496.607,8927,7245.028,18609.086,18609.086
www.sky.de,4236,1584219222,Akamai,83,13,41,3,19,1963779,37722,1302861,387607,170181,2484,0.09,7358.284,306.693,8143,7524.347,17087.803,17087.803000015258
www.santander.com.br,4237,1584503531,Akamai,123,14,44,3,46,1663253,59019,1153246,17081,382228,1736,0.28,2656.011,1181.326,12676,2656.011,13456.335,13456.335
www.negociosimobiliarios.santander.com.br,4237,1583794765,"",70,4,43,6,9,6383811,19109,5692501,525587,53234,3671,,,,,,,
m.wyylde.com,4238,1584172838,"",153,3,21,2,113,3755391,3676,1126021,33842,2121736,1797,,1209.073,858.163,,16797.934,16797.934,22247.69
www.wyylde.com,4238,1584862525,"",176,8,26,6,121,4819331,16199,1764120,88958,2479938,1722,0.23,2438.489,544.535,15735,8063.539,8063.539,25615.029
www.haber3.com,4241,1584006921,"",421,59,71,17,178,5574649,53055,915181,91323,4229407,2428,0.09,5240.991,1161.396,12782,5240.991,12964.666,40654.323
www.foodworkercard.wa.gov,4242,1584189469,"",40,1,7,6,23,758798,4073,242839,169100,327790,2829,0.58,4165.123,68.906,4766,4685.226,6123.11,6123.11
www.wsdot.wa.gov,4242,1584108858,"",45,2,9,6,24,353295,10387,125404,13661,174681,3022,0.88,2718.333,62.497,3207,3961.364,3961.364,2756.28
www.doc.wa.gov,4242,1584790971,"",38,2,5,7,14,344431,9952,77521,50338,100704,1487,0.85,2941.748,98.02,3040,2941.748,4152.69,4152.69
www.governor.wa.gov,4242,1584683063,Fastly,208,6,61,32,89,7358633,52666,1219101,171378,4731244,1374,0.34,2271.051,421.028,8870,2774.847,6607.384,37531.16400000191
www.lni.wa.gov,4242,1584373410,"",25,2,8,4,4,445363,4141,294380,40575,13648,1430,0.74,2204.011,726.335,3851,4271.278,5810.943,5810.943
www.oria.wa.gov,4242,1584631816,"",67,5,21,10,21,1046464,57700,405169,85217,246193,2943,0.52,3073.732,241.025,3765,5967.486,9457.144,9457.144
www.hca.wa.gov,4242,1584443127,"",48,1,10,8,26,2526688,37492,126934,53638,1908292,1707,0.59,3292.66,613.936,7524,6216.666,6216.666,3867.977
www.sbe.wa.gov,4242,1583433028,Fastly,57,2,14,10,26,4775480,18674,298356,99848,4257730,1384,0.28,3483.048,66.602,8428,5447.023,5447.023,26252.502
www.sos.wa.gov,4242,1584867326,Cloudflare,40,1,9,4,22,2664090,8157,88213,30295,2464349,1498,0.62,2701.018,41.36,3443,5644.432,7645.964,7645.964
www.courts.wa.gov,4242,1583483759,"",35,1,8,7,17,777537,22933,283405,67903,381332,2003,0.59,4885.386,67.362,5209,5278.676,5278.676,5005.459
www.sao.wa.gov,4242,1584793239,Google,78,4,27,16,24,1848586,15802,853584,352062,515239,1908,0.17,6450.795,155.87,8495,6450.795,9095.388,12242.326
www.hum.wa.gov,4242,1584449817,Fastly,48,1,11,10,20,949961,14283,267777,93282,409283,1912,0.47,5004.812,143.163,5076,5004.812,7183.226,7183.226
www.dnr.wa.gov,4242,1584636277,Fastly,77,1,14,11,32,2655176,39127,219643,86067,1747607,1965,0.4,3716.258,459.633,4880,3716.258,7383.555,16590.01
www.esd.wa.gov,4242,1583906469,"",55,2,9,12,23,1011242,8166,64960,51819,645973,1881,0.83,2665.689,43.429,3519,5435.292,5435.292,2691.006
www.clark.wa.gov,4242,1584083826,"",40,1,14,7,12,1534290,15192,352090,47818,989830,1743,0.59,4477.954,265.885,5395,4477.954,5213.917,5213.917
www.drs.wa.gov,4242,1583182060,"",41,2,11,11,13,870928,13121,368390,109006,285286,2254,0.68,2300.831,105.129,4866,2300.831,6462.989,6462.989
www.commerce.wa.gov,4242,1584495052,Google,166,6,48,37,58,4624332,27470,653550,178288,3077500,1656,0.02,7737.197,601.253,16736,7737.197,16507.238,32226
www.ltgov.wa.gov,4242,1583258752,"",57,3,10,1,27,2958883,38643,585383,81263,1887674,1889,0.09,6322.165,624.04,11047,8184.592,10796.119,15090.981
www.dol.wa.gov,4242,1584167703,"",23,2,7,2,12,191337,12026,118527,18751,42033,2113,0.94,2167.769,98.848,2197,2167.769,3591.592,3591.592
www.doh.wa.gov,4242,1583291367,"",84,6,18,7,50,1900560,154003,694490,178040,807633,3657,0.21,6643.922,196.932,6870,6710.901,10797.722,10797.722
www.pesb.wa.gov,4242,1583438657,Google,83,1,35,24,19,2171541,17217,1362781,78223,608332,1392,0.14,9800.879,179.01,10539,9800.879,9948.026,9948.026
www.dcyf.wa.gov,4242,1583843045,"",52,1,9,15,23,2501809,58156,362366,408901,1565350,1546,0.25,4022.596,329.438,6784,4022.596,13768.427,15556.085
www.ofm.wa.gov,4242,1584030476,Fastly,100,3,30,38,25,635006,37299,246313,125692,134010,2018,0.72,3798.87,200.428,3861,3798.87,4934.622,4934.622
www.des.wa.gov,4242,1583607405,Fastly,108,4,38,37,23,1875812,27088,796315,165015,704189,2229,0.31,4712.469,140.903,5420,4712.469,11948.434,11948.434
www.wsgc.wa.gov,4242,1584305194,Fastly,115,4,32,37,35,5394726,26558,328655,123219,4750957,2257,0.12,6133.092,96.195,13541,6133.092,6168.563,28611.548
www.atg.wa.gov,4242,1583381388,"",121,6,29,30,55,4052393,21421,357338,593311,3015859,1685,0.09,6775.093,239.292,9920,6775.093,9139.924,20303.63
www.dva.wa.gov,4242,1583157198,Fastly,154,9,38,19,86,4460616,91000,703849,133121,3454826,1420,0.47,3016.859,302.722,7202,3082.776,3661.564,10993.094
www.business.wa.gov,4242,1584849925,"",77,3,31,12,19,989508,91603,456450,100400,171876,2092,0.53,3623.026,587.423,4198,6371.712,7926.902,7926.9020000019
www.digitalarchives.wa.gov,4242,1584624711,"",40,4,11,5,19,7913673,12346,214315,28261,7658751,1410,0.44,2809.641,73.436,11364,2809.641,7475.153,7475.153
www.wsp.wa.gov,4242,1584727828,"",97,2,31,33,25,5283313,112662,1191543,1697181,2158191,2807,0,15130.6,316.543,23885,15354.426,21970.013,31856.125
www.insurance.wa.gov,4242,1583848005,Fastly,79,3,24,35,13,864653,46517,361543,35398,362811,1445,0.68,1704.275,462.06,5134,1704.275,5685.996,7113.01
www.utc.wa.gov,4242,1584007258,"",61,2,23,5,28,10736324,185620,1901088,561077,8061347,2157,0.08,7961.728,269.658,16998,7961.728,12395.117,12395.117
www.careers.wa.gov,4242,1583671452,Fastly,26,1,4,1,20,474715,2694,45593,2839,423589,1497,0.98,1977.785,40.001,2303,1977.785,1977.785,1977.785
www.dshs.wa.gov,4242,1584276457,"",33,2,10,8,8,475275,13874,156127,54159,196495,1919,0.69,4059.969,116.067,4217,5024.501,5024.501,4565.2360000038
www.wtb.wa.gov,4242,1584059703,"",61,4,25,12,14,1530440,42157,425567,269886,653098,2703,0.28,4200.591,274.497,6551,4200.591,12704.007,12704.006999998093
www.dot.wa.gov,4242,1584707035,"",46,2,9,6,25,416450,10506,125486,13661,237635,3107,0.83,3196.739,68.995,3514,4203.767,4203.767,3234.01
www.pdc.wa.gov,4242,1584796915,Fastly,28,3,8,8,3,683581,15254,176120,51254,59682,1496,0.85,2806.116,78.91,3099,4817.27,4817.27,2851.463
www.get.wa.gov,4242,1583420977,"",63,4,21,19,16,1837814,16596,767067,162034,867233,1412,0.4,3096.713,176.149,5040,4328.804,12368.028,12368.028
www.tre.wa.gov,4242,1583757961,Fastly,87,3,27,18,35,8613095,30811,409740,151947,7971449,1880,0.19,3407.074,490.517,15563,3723.149,10517.416,31835.023
www.discoverpass.wa.gov,4242,1583642398,"",62,7,19,7,27,1965037,38895,752894,145048,1000235,2527,0.34,3493.116,702.178,8440,3780.905,6268.971,11982.237
www.cha.wa.gov,4242,1583871940,"",79,14,19,4,27,7797469,92432,1382789,147495,5877888,1852,0.05,5771.165,916.276,38736,8829.471,12482.255,30342.569
www.parks.wa.gov,4242,1583287516,"",65,4,15,6,36,1296517,23211,759686,171185,314470,2500,0.41,4563.527,497.884,4779,4563.527,9549.893,9549.893
www.arts.wa.gov,4242,1583495891,"",73,3,24,8,30,5310121,38069,711692,201373,3966259,2107,0.23,3437.929,633.26,14662,3437.929,7278.546,34816.731
www.icepp.s.u-tokyo.ac.jp,4248,1584359968,"",61,1,6,6,39,9767249,18394,259410,102523,7672962,1710,0.12,7278.956,154.35,8599,7278.956,7278.956,53081.02
www.akg.t.u-tokyo.ac.jp,4248,1583959671,"",23,2,5,3,12,6274947,10447,55310,26354,6169128,2092,0.69,2487.643,85.735,24612,2487.643,2559.973,2559.973
www.i.u-tokyo.ac.jp,4248,1584722625,"",82,3,13,9,39,11267195,62207,419911,240113,5395612,2116,0.12,5869.328,482.28,18951,5869.328,6268.821,55338.821
www.is.s.u-tokyo.ac.jp,4248,1584870340,"",42,1,0,5,36,318068,6549,0,38621,272898,2182,0.87,3192.716,16,3434,3192.716,3192.716,3192.716
www.u-tokyo.ac.jp,4248,1584854078,"",101,2,8,4,79,18593429,83988,142210,312416,13013599,2550,,7898.445,138.264,24911,7898.445,8070.247,
www.h.k.u-tokyo.ac.jp,4248,1583948545,"",45,1,6,5,32,1362831,11053,145426,62414,1066778,2099,0.91,2549.13,44.951,2895,2549.13,3548.23,3548.23
www.ms.u-tokyo.ac.jp,4248,1584078865,"",49,2,11,8,28,541232,18221,392049,29598,101364,1713,0.72,3503.041,134.409,4555,4588.151,4588.151,4536.743
www.keisu.t.u-tokyo.ac.jp,4248,1584065071,"",25,2,8,10,4,764095,5164,76942,38539,559686,4932,0.56,5001.333,25.478,5789,5001.333,5108.08,5108.08
www.opt.mist.i.u-tokyo.ac.jp,4248,1584169331,"",17,1,7,7,2,308825,6245,54305,55887,192388,2021,0.92,2686.969,34.622,3123,2686.969,2822.083,2822.083
www.tc.u-tokyo.ac.jp,4248,1584447619,"",69,2,8,10,45,14950644,129560,272572,393686,14057410,3423,0.11,14079.991,72.138,7445,14079.992,14276.817,14276.817
www.gavo.t.u-tokyo.ac.jp,4248,1583522315,"",3,1,0,1,1,2697,1588,0,822,287,2873,1,1547.836,16,1574,1547.836,1547.836,1547.836
www.s.u-tokyo.ac.jp,4248,1583532386,"",118,4,14,20,80,5381590,11206,227422,41104,5101858,3081,0.18,3904.981,524.304,13959,6509.012,6606.976,32374.248
www.hi.u-tokyo.ac.jp,4248,1584694458,"",86,1,5,5,75,615998,47321,150659,29108,388910,2105,0.8,2444.225,80.422,3106,2444.225,5644.667,5644.667
www.genome.rcast.u-tokyo.ac.jp,4248,1584118517,"",28,2,8,6,11,960323,533337,156161,78030,192299,3857,0.36,5837.916,71.561,5840,5837.916,8194.462,8194.462
www.careersupport.adm.u-tokyo.ac.jp,4248,1584652145,"",70,1,15,11,42,1416696,33624,524943,289259,538806,2425,0.17,7655.774,206.445,8048,7881.855,10561.181,10561.181
www.rcast.u-tokyo.ac.jp,4248,1583853904,"",59,2,7,6,42,12960373,40644,243387,241881,12367797,2567,0.08,6939.299,98.421,22980,6939.299,6939.299,30722.462
www.k.u-tokyo.ac.jp,4248,1584766825,"",38,6,6,3,21,1067948,50934,173817,195407,604218,1878,0.43,4223.008,339.871,5508,4588.684,8372.111,8372.111
www.lib.a.u-tokyo.ac.jp,4248,1584556689,"",27,4,8,7,8,527192,23734,343650,106892,52916,3176,0.59,3645.128,87.454,4213,3645.128,3645.128,9208.329999996186
www.t.u-tokyo.ac.jp,4248,1583329117,"",50,3,6,5,35,17304958,64722,199450,50955,16989799,2084,0.89,3011.468,35.921,3173,3011.47,3011.47,3011.468
www.a.u-tokyo.ac.jp,4248,1583539534,"",127,1,13,8,48,4921636,60859,429797,265570,3187330,3472,0.03,7640.34,257.784,16840,13397.26,18247.766,18247.766
www.c.u-tokyo.ac.jp,4248,1584816140,"",110,2,7,3,98,1914418,30698,162938,11720,1709062,2112,0.33,5506.85,217.809,9168,7010.9,7010.9,6945.07199999994
www.lib.u-tokyo.ac.jp,4248,1583286563,"",67,5,9,3,48,3758528,58610,167964,60336,3393078,3261,0.12,5595.959,172.873,11550,5595.959,7975.893,24512.3069999924
www.lib.m.u-tokyo.ac.jp,4248,1583303580,"",87,4,5,2,75,431479,14714,50190,16740,346678,2089,0.95,2040.9,122.189,2853,2533.933,2779.429,2779.429
www.h.u-tokyo.ac.jp,4248,1584608695,"",71,2,22,5,42,4452396,44286,476074,93354,3838682,2064,0.18,4287.155,108.643,14745,4287.155,7249.817,25683.879999999524
www.bg.s.u-tokyo.ac.jp,4248,1583575777,"",9,1,0,1,7,132064,1455,0,1276,129333,1697,1,1456.888,16,1501,1456.888,1456.888,1456.888
www.chem.s.u-tokyo.ac.jp,4248,1583376957,"",82,2,15,6,59,2986490,46123,266348,18802,2655217,2610,0.4,5564.407,43.373,10591,5564.407,5564.407,5564.407
www.sodan.ecc.u-tokyo.ac.jp,4248,1584058551,"",10,2,2,2,4,109828,14523,42153,52474,678,3465,0.81,3489.047,79.053,3492,3489.047,4079.105,4079.1049999923707
www.phys.s.u-tokyo.ac.jp,4248,1584371112,"",103,1,21,21,59,9597924,50255,636130,245889,8665618,2504,0.14,5659.177,127.62,16894,5659.177,5767.992,39206.634
www.aori.u-tokyo.ac.jp,4248,1584241574,"",75,1,9,8,36,3762036,25066,322612,94239,2998611,2247,0.09,6117.784,387.814,26341,9304.823,9304.823,14582.772999996185
www.iis.u-tokyo.ac.jp,4248,1583500905,"",42,5,4,2,28,1327062,65519,178143,159857,891887,1693,0.25,5253.564,56.219,9010,5253.566,9315.053,9315.053
www.ecc.u-tokyo.ac.jp,4248,1583566487,"",17,1,4,4,7,283086,21412,183048,34713,43913,2137,0.86,2742.827,85.908,2838,2742.827,4509.459,4509.459
www.issp.u-tokyo.ac.jp,4248,1584140455,"",45,1,12,8,23,3599856,45837,446366,264202,2615011,3004,0.09,7204.829,116.116,8278,7204.829,11929.041,22991.475
www.dl.itc.u-tokyo.ac.jp,4248,1584224440,"",12,1,1,0,10,69610,22587,17168,0,29855,2617,0.98,1793.468,93.885,1817,1793.468,2584.649,2584.649
www.99acres.com,4249,1584062562,Akamai,75,8,31,2,25,878117,63215,707517,2812,77181,2375,0.49,3052.768,659.639,4133,4179.151,6920.659,13039.8579999962
www.glaz.tv,4256,1583365613,"",140,7,21,2,105,1020843,34265,330014,3923,631325,1827,0.78,2415.859,122.587,3462,2494.903,5685.56,5685.5599999962
www.nationwide.co.uk,4258,1583729101,"",52,3,15,4,17,1057557,24544,241860,72332,500338,4625,0.14,6428.891,324.456,8978,6428.891,12335.97,12335.97
m.jawharafm.net,4259,1583798657,"",163,14,43,22,72,3110651,86053,1370706,101294,1315474,3700,0.04,9354.899,155.849,11957,9354.899,10809.095,22624.229
www.vehiclehistory.com,4260,1584057638,Amazon CloudFront,130,7,59,2,52,1757894,80946,1008449,2151,637382,1509,0.2,4880.165,1549.629,6710,4880.165,16405.804,16405.804
www.olx.uz,4263,1584690304,CDNvideo,41,7,16,1,16,866854,31713,515724,45950,273467,2981,0.45,3535.154,128.504,4602,3535.154,10649.597,10649.597000007629
www.education.com,4266,1583576310,Fastly,45,1,28,5,8,1067586,32214,552099,40564,314009,1755,0.7,2313.014,236.699,2792,2452.269,7551.574,7551.574
www.shopstyle.com,4268,1584125487,Amazon CloudFront,35,1,10,1,20,775359,16896,255346,1327,401397,1672,0.97,1261.204,214.456,2965,1261.204,3012.629,3012.6290000019076
www.driverscape.com,4275,1584595891,"",46,7,22,4,10,938905,64760,773166,16885,35457,1567,0.7,1349.18,141.552,3782,1349.18,5904.985,8376.613
www.gmx.at,4276,1584298538,"",99,7,56,14,14,750225,33101,390691,52811,168214,2252,0.6,2490.872,312.575,4919,2490.872,6159.779,8907.551
www.neimanmarcus.com,4278,1584607220,Instart Logic,272,13,133,54,28,4805749,128574,3143712,241527,101661,3598,0.05,8079.397,3806.414,9234,8079.397,20961.381,39469.459
blog.teamwork.com,4280,1584249148,"",85,5,51,2,21,1724923,18912,1163538,30348,414174,1916,0.37,2911.707,273.286,5301,5733.604,13718.146,13718.146
www.teamwork.com,4280,1584416876,"",110,5,33,8,39,3029849,23237,995874,97634,391515,2882,0.2,3716.084,273.46,12578,3716.084,9647.435,18312.538999992372
www.minijuegos.com,4283,1583948578,Cloudflare,86,6,10,0,70,484902,31573,247195,0,206134,2181,0.66,3971.185,168.041,3870,3971.185,5780.271,5780.271
www.biblionline.pearson.com,4284,1584224778,"",45,2,17,9,15,1441105,10245,345151,8300,1077409,2955,0.21,10171.945,81.416,6795,10171.945,10225.55,10225.55
www.pearson.com,4284,1583667700,Akamai,99,5,40,18,26,4800231,14891,670562,127422,3917028,1373,0.22,4736.544,279.317,7314,4736.544,7421.544,30179.821
www.phon.ucl.ac.uk,4286,1583652004,"",15,1,0,4,7,66760,2552,0,7322,16738,1839,0.97,2132.481,16,2155,2132.481,2132.481,2132.481
www.ucl.ac.uk,4286,1583615034,"",154,17,52,18,52,6744346,106232,1414834,204253,3064402,5230,0.02,9571.948,254.36,11761,9571.948,20755.906,42260.644
www.grad.ucl.ac.uk,4286,1583716709,"",28,1,6,5,15,1374803,4672,186198,17146,1141867,3207,0.64,3001.933,69.866,3844,3001.933,7346.783,7346.783
www.ee.ucl.ac.uk,4286,1583901396,"",174,20,52,23,64,2803286,51731,688261,90428,1892041,7853,0.06,9289.774,153.351,10049,9289.774,10641.197,27257.954
www.hep.ucl.ac.uk,4286,1584598672,"",10,1,0,4,4,66993,22666,0,19833,22931,3527,0.87,3226.712,16,3249,3226.712,3226.712,3226.712
www.mgmt.ucl.ac.uk,4286,1583080385,"",46,2,8,4,23,848996,5927,258887,48310,420577,3644,0.35,4364.653,89.162,8115,4364.653,8187.854,8187.8540000076
shop.ucl.ac.uk,4286,1584270923,"",43,1,14,11,17,2457733,4852,374877,55645,2022359,2048,0.5,3329.93,64.371,4720,3329.93,4111.538,15834.119
www.geog.ucl.ac.uk,4286,1584084745,"",89,7,14,5,61,2312100,24574,146800,228091,1908981,2535,0.37,4522.807,226.037,4732,4522.807,10154.854,11285.894
www.fil.ion.ucl.ac.uk,4286,1584575426,"",36,6,11,3,12,781764,140606,111417,182675,254226,4431,0.31,5827.675,133.718,6245,5827.675,8890.43,8890.43
www.jofogas.hu,4288,1583502799,"",90,11,41,3,26,2602092,18453,1674448,485854,136367,2390,0.01,12973.22,935.742,14964,14159.87,17506.981,24978.7959999924
www.alamy.com,4290,1584785724,"",75,7,43,3,19,925153,43314,486950,151701,212231,2145,0.55,2869.628,336.755,4481,3856.654,8567.503,8567.50299999237
www.morningstar.com,4291,1583740142,Amazon CloudFront,304,12,97,20,163,6820955,119400,1434850,51437,5124477,1487,0.11,4900.145,2925.074,11675,4900.145,10693.055,41773.08700000381
www.hk.morningstar.com,4291,1583522688,"",61,5,17,10,28,1005130,196052,520162,141610,147306,3472,,573.285,159.418,8326,573.286,,
blog.linuxmint.com,4292,1584771589,Sucuri Firewall,124,9,24,7,75,1174737,56759,329165,40067,599766,1831,0.63,1861.937,133.976,2625,4247.906,9056.431,9056.431000003815
www.linuxmint.com,4292,1584401548,Sucuri Firewall,77,10,23,6,36,1311418,72345,341426,9070,866377,1333,0.57,1664.941,282.409,4226,3509.081,9470.575,9470.575
www.google.sn,4294,1583726137,Google,32,11,5,1,15,397362,44406,278786,2983,71187,1326,0.97,852.839,167.469,1583,909.46,3351.1,3351.1
www.pku.edu.cn,4297,1583674642,"",135,1,19,4,106,17908914,105844,460924,222087,16973656,2556,,8142.845,295.689,16612,8384.927,8652.117,
www.lib.pku.edu.cn,4297,1584037631,"",37,3,11,6,16,1697113,29534,198248,148790,1302511,4173,0.25,5386.952,321.031,10248,5797.152,8459.881,8459.881
www.phbs.pku.edu.cn,4297,1584890250,"",92,3,9,5,71,18799908,13787,131833,16611,14779481,3961,,4290.457,680.917,18060,4888.881,9482.809,
www.bollywoodshaadis.com,4300,1583903948,Cloudflare,112,21,43,3,35,1825476,45967,971328,26843,717584,1339,0.11,6775.213,217.883,8078,7640.211,15493.495,15493.495
www.fosshub.com,4302,1583089726,Cloudflare,32,1,4,4,16,274642,13817,33814,10872,135185,1584,0.9,2511.137,108.768,3255,2511.137,3586.315,3586.315
www.easports.com,4305,1583830713,Akamai,113,3,70,0,9,4903106,20187,651115,0,139510,3370,0.03,7339.179,535.078,12548,7339.179,22191.052,22191.052
www.sponichi.co.jp,4306,1584466312,"",325,32,76,5,182,13153509,72932,1316941,33349,11728196,1695,,3647.198,216.826,6090,3647.198,70550.033,
www.aftership.com,4308,1584767032,"Cloudflare, Google",70,4,31,8,22,3225727,26792,637248,2341996,100847,1438,0.61,1868.881,279.016,3937,1868.881,3351.263,17891.022
m.aftership.com,4308,1584804010,"Cloudflare, Google",25,4,13,2,3,832438,31579,680880,91850,801,1848,0.43,3966.856,779.773,5584,3966.856,8998.358,8998.358
www.ordertracker.telstra.com.au,4309,1584788311,"",48,4,13,2,17,1550938,4084,1429108,22165,11511,2017,0.13,10104.131,45.494,10332,10104.131,10104.131,10104.131
www.telstra.com.au,4309,1583703165,Amazon CloudFront,107,8,50,3,28,2804338,445076,1219157,45627,961186,4234,0.02,10683.814,350.883,13251,10683.814,12863.538,23905.5179999924
www.dvdvideosoft.com,4310,1584691905,"",18,1,5,1,8,359134,11661,40463,3669,302191,4099,0.9,2663.599,89.615,3407,2663.599,3260.643,3260.643
www.oqlf.gouv.qc.ca,4313,1583989492,"",61,4,12,6,39,854984,29234,243846,4906,576998,1986,0.97,1973.056,129.826,2579,1973.058,1993.869,1993.869
www.carra.gouv.qc.ca,4313,1584759902,"",89,7,24,15,37,1134730,89821,607902,105439,173042,5462,0.24,5307.83,236.116,6144,5573.733,10948.242,12870.415999998093
www.emplois-superieurs.gouv.qc.ca,4313,1584091425,Amazon CloudFront,31,3,9,9,8,157414,7032,95643,12872,13503,1641,0.97,1928.014,28.522,2456,2662.867,2662.867,1928.014
www.opq.gouv.qc.ca,4313,1584648547,"",12,4,1,1,6,68970,970,51646,1535,14819,3407,0.89,3046.188,16,3067,3046.188,3046.188,3046.188
www.upac.gouv.qc.ca,4313,1584436061,"",19,3,4,2,7,1235880,12406,116736,52432,965718,2611,0.55,5261.566,28.847,5567,5261.566,5261.566,5261.566
m.cnt.gouv.qc.ca,4313,1584171649,"",169,39,19,10,67,937351,47351,536526,147999,98996,2712,0.32,5368.677,294.808,5616,5736.321,9822.664,9822.664
www.ophq.gouv.qc.ca,4313,1584599112,"",61,3,12,12,31,1042215,6855,137794,87255,635867,1729,,,,,,,
www.international.gouv.qc.ca,4313,1584866356,"",109,4,17,4,81,1886799,69850,783211,344891,603735,2969,0.15,6932.111,186.98,8093,7377.777,10582.271,12804.617
www.ciusss-capitalenationale.gouv.qc.ca,4313,1584592100,"",62,1,17,22,16,2447893,27073,1137077,518112,710287,2430,0.04,10581.36,85.001,11866,10581.36,15182.443,15182.443
www.rcq.gouv.qc.ca,4313,1583392426,"",54,3,8,10,33,125395,19024,46825,17307,42239,3617,0.74,3751.388,73.571,3951,3900.611,4523.087,4523.087
www.corail.gouv.qc.ca,4313,1584543570,"",12,3,1,1,7,102121,5638,7532,5869,83082,1991,1,712.407,16,1140,712.407,712.407,712.407
www.rmaaq.gouv.qc.ca,4313,1583091329,"",35,2,0,7,26,148957,4187,0,9228,135542,2206,0.97,2277.99,16,2539,2277.99,2277.99,2277.99
